StockCode,product_clusters,tsne_1,tsne_2,median_unit_price,mode_description
21070,1,51.49163,-25.701159,1.25,VINTAGE BILLBOARD MUG 
21071,1,51.484936,-25.703339,1.855,VINTAGE BILLBOARD DRINK ME MUG
21078,1,28.457159,10.063116,1.63,SET/20 STRAWBERRY PAPER NAPKINS 
21080,1,31.416986,8.93228,1.24,SET/20 RED RETROSPOT PAPER NAPKINS 
21082,1,28.457159,10.063116,1.63,SET/20 FRUIT SALAD PAPER NAPKINS 
21084,1,32.76691,-25.780766,0.74,SET/6 COLLAGE PAPER CUPS
21086,1,32.768135,-25.780897,1.14,SET/6 RED SPOTTY PAPER CUPS
21087,1,32.766586,-25.78071,0.65,SET/6 POSIES PAPER CUPS
21088,1,32.76691,-25.780766,0.74,SET/6 FRUIT SALAD PAPER CUPS
21089,1,32.766586,-25.78071,0.65,SET/6 GREEN SPRING PAPER CUPS
21090,1,30.763908,3.0552247,0.85,SET/6 COLLAGE PAPER PLATES
21094,1,30.764091,3.0534687,1.24,SET/6 RED SPOTTY PAPER PLATES
21095,1,30.764091,3.0534687,1.24,SET/6 POSIES PAPER PLATES
21096,1,30.763903,3.0552714,0.84,SET/6 FRUIT SALAD  PAPER PLATES
21098,1,8.264879,11.736065,2.485,CHRISTMAS TOILET ROLL
21100,1,44.23342,33.519485,4.13,CHARLIE AND LOLA CHARLOTTE BAG
21106,1,28.849165,-9.029383,4.37,CREAM SLICE FLANNEL CHOCOLATE SPOT 
21107,1,28.849165,-9.029383,4.37,CREAM SLICE FLANNEL PINK SPOT 
21108,1,27.953108,-35.272747,2.55,FAIRY CAKE FLANNEL ASSORTED COLOUR
21109,1,30.001411,-7.1399193,6.75,LARGE CAKE TOWEL CHOCOLATE SPOTS
21110,1,30.00441,-7.142793,4.21,LARGE CAKE TOWEL PINK SPOTS
21111,1,30.869753,-8.7504,2.53,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS"
21112,1,30.869753,-8.7504,2.53,SWISS ROLL TOWEL PINK  SPOTS
21114,4,-16.64818,12.565143,6.02,LAVENDER SCENTED FABRIC HEART
21115,1,10.949446,51.79748,6.35,ROSE CARAVAN DOORSTOP
21116,1,-17.391598,-21.13699,6.619999999999999,OWL DOORSTOP
21117,1,-12.9639,-10.878028,4.0,BLOND DOLL DOORSTOP
21120,1,-32.455524,-24.281881,16.98,*Boombox Ipod Classic
21121,1,53.508842,-16.855844,1.855,SET/10 RED POLKADOT PARTY CANDLES
21122,1,53.508842,-16.855844,1.855,SET/10 PINK POLKADOT PARTY CANDLES
21123,1,53.274685,-16.960274,1.855,SET/10 IVORY POLKADOT PARTY CANDLES
21124,1,53.508842,-16.855844,1.855,SET/10 BLUE POLKADOT PARTY CANDLES
21125,1,-3.4955997,49.66524,2.46,SET 6 FOOTBALL CELEBRATION CANDLES
21126,1,52.94867,2.7943065,1.855,SET OF 6 GIRLS CELEBRATION CANDLES
21128,0,-26.810223,29.96191,6.95,GOLD FISHING GNOME
21129,1,-13.882841,40.90175,6.95,SILVER FISHING GNOME 
21131,0,-23.973421,29.53742,4.0,GOLD STANDING GNOME
21132,1,2.2679062,29.31086,4.25,SILVER STANDING GNOME   
21135,1,-7.0887403,2.9994714,1.365,VICTORIAN  METAL POSTCARD SPRING
21136,1,1.0621057,-0.22898361,2.4050000000000002,PAINTED METAL PEARS ASSORTED
21137,1,-29.420298,-34.14959,4.13,BLACK RECORD COVER FRAME
21143,4,-26.979881,21.19112,4.13,ANTIQUE GLASS HEART DECORATION 
21144,4,-8.797885,9.49913,1.8699999999999999,PINK POODLE HANGING DECORATION 
21145,1,-26.908989,21.33836,1.25,ANTIQUE GLASS PLACE SETTING
21147,4,-0.23014654,18.246605,2.2800000000000002,JINGLE BELLS TREE DECORATION
21154,1,40.407417,5.898931,2.51,RED RETROSPOT OVEN GLOVE 
21155,1,41.854656,9.093622,4.13,RED RETROSPOT PEG BAG
21156,1,48.447384,-4.93328,3.04,RETROSPOT CHILDRENS APRON
21157,1,40.825256,5.3578973,4.13,RED RETROSPOT WASHBAG
21158,1,52.528214,2.3407998,2.37,MOODY GIRL DOOR HANGER 
21159,1,-6.435738,-29.696905,2.37,MOODY BOY  DOOR HANGER 
21160,1,52.5252,2.3400362,3.36,KEEP OUT GIRLS DOOR HANGER 
21161,1,-18.319382,-5.5066614,3.29,KEEP OUT BOYS DOOR HANGER 
21162,1,8.657841,-28.695951,1.45,TOXIC AREA  DOOR HANGER 
21163,1,8.659285,-28.69682,1.45,DO NOT TOUCH MY STUFF DOOR HANGER 
21164,1,-23.192987,-39.416348,3.21,HOME SWEET HOME METAL SIGN 
21165,1,-25.039732,-54.826157,2.91,BEWARE OF THE CAT METAL SIGN 
21166,1,-25.781807,-55.126225,2.015,COOK WITH WINE METAL SIGN 
21167,1,18.401714,-12.069792,0.42,WHITE SAGE INCENSE
21169,1,-25.039732,-54.826157,2.91,YOU'RE CONFUSING ME METAL SIGN 
21171,1,-25.438848,-54.96359,2.37,BATHROOM METAL SIGN 
21172,1,-23.59446,-54.353092,3.95,PARTY METAL SIGN 
21174,1,-25.747198,-54.70912,2.12,POTTERING IN THE SHED METAL SIGN
21175,1,-25.413393,-54.67852,2.4749999999999996,GIN + TONIC DIET METAL SIGN
21179,1,-26.165365,-55.536236,1.63,NO JUNK MAIL METAL SIGN
21181,1,-25.798077,-54.679943,2.09,PLEASE ONE PERSON METAL SIGN
21186,1,-8.638829,-2.565665,3.36,WHITE DOVE HONEYCOMB PAPER GARLAND
21187,4,-1.2877384,14.758114,2.4699999999999998,WHITE BELL HONEYCOMB PAPER GARLAND 
21188,4,-8.595166,-2.4897244,4.37,3D HEARTS  HONEYCOMB PAPER GARLAND
21189,1,-8.638836,-2.5638793,3.29,WHITE HONEYCOMB PAPER GARLAND 
21190,4,-8.591598,-2.4885695,1.5499999999999998,PINK HEARTS PAPER GARLAND
21191,4,-1.7574921,17.200905,3.115,LARGE WHITE HONEYCOMB PAPER BELL  
21192,1,-1.9148989,17.240627,2.4699999999999998,WHITE BELL HONEYCOMB PAPER 
21194,1,27.646194,9.136683,1.88,PINK  HONEYCOMB PAPER FAN
21195,1,27.675598,9.124111,1.69,PINK  HONEYCOMB PAPER BALL 
21196,1,-64.866165,-2.1232653,2.4699999999999998,ROUND WHITE CONFETTI IN TUBE
21197,1,7.2452273,-29.708683,1.54,MULTICOLOUR  CONFETTI IN TUBE
21198,4,-15.442237,13.64071,1.45,WHITE HEART CONFETTI IN TUBE
21199,4,-15.994357,13.895306,1.5499999999999998,PINK  HEART CONFETTI IN TUBE
21200,1,-8.622049,-2.5647395,1.65,MULTICOLOUR HONEYCOMB PAPER GARLAND
21201,1,-8.635768,-2.5696917,3.755,TROPICAL  HONEYCOMB PAPER GARLAND 
21202,1,-9.746883,-4.727478,1.65,DOLLY HONEYCOMB GARLAND
21204,1,-9.472506,-3.8026693,2.4699999999999998,DAISIES  HONEYCOMB GARLAND 
21205,1,-9.476137,-3.8019753,2.55,MULTICOLOUR 3D BALLS GARLAND
21206,1,-9.459249,-3.8043342,1.64,STRAWBERRY HONEYCOMB  GARLAND 
21207,1,57.423138,10.820094,1.65,SKULL AND CROSSBONES  GARLAND 
21208,1,27.155874,-19.317926,1.65,PASTEL COLOUR HONEYCOMB FAN
21209,1,4.743218,-30.619432,1.63,MULTICOLOUR HONEYCOMB FAN
21210,1,31.421997,8.929964,2.95,SET OF 72 RETROSPOT PAPER  DOILIES
21211,1,55.147293,12.553036,2.69,SET OF 72 SKULL PAPER  DOILIES
21212,1,46.82479,15.9102335,1.2650000000000001,PACK OF 72 RETROSPOT CAKE CASES
21213,1,54.283684,13.771774,1.2650000000000001,PACK OF 72 SKULL CAKE CASES
21215,1,32.234566,-25.883587,1.25,IVORY PAPER CUP CAKE CASES 
21216,1,41.47115,4.352228,7.869999999999999,"SET 3 RETROSPOT TEA,COFFEE,SUGAR"
21217,1,-63.328953,-5.817504,15.37,RED RETROSPOT ROUND CAKE TINS
21218,1,-59.554657,-16.168144,6.02,RED SPOTTY BISCUIT TIN
21219,1,52.68944,2.4797952,1.25,SET/4 BADGES BALLOON GIRL
21220,1,20.715252,23.826414,1.25,SET/4 BADGES DOGS
21221,1,20.696737,23.81527,1.25,SET/4 BADGES CUTE CREATURES
21222,1,20.715252,23.826414,1.25,SET/4 BADGES BEETLES
21224,1,56.760174,12.809793,1.06,SET/4 SKULL BADGES
21226,1,-57.16196,9.275369,1.04,POCKET MIRROR WOODLAND
21228,1,-57.157463,9.246187,1.25,"POCKET MIRROR ""GLAMOROUS"""
21231,1,18.84468,4.5635,1.855,SWEETHEART CERAMIC TRINKET BOX
21232,1,18.84189,4.5634775,2.46,STRAWBERRY CERAMIC TRINKET BOX
21238,1,34.898647,-25.22076,1.645,RED RETROSPOT CUP
21239,1,36.332935,-25.968828,1.645,PINK  POLKADOT CUP
21240,1,36.332542,-25.968834,1.645,BLUE POLKADOT CUP
21242,1,31.368586,0.99432963,2.51,RED RETROSPOT PLATE 
21243,1,32.417515,-0.33359662,2.46,PINK  POLKADOT PLATE 
21244,1,32.41752,-0.33362287,2.485,BLUE POLKADOT PLATE 
21245,1,32.417526,-0.33362848,2.49,GREEN POLKADOT PLATE 
21246,1,24.259483,-3.6188247,4.6,RED RETROSPOT BIG BOWL
21248,1,-18.108437,-5.9584126,3.29,DOOR HANGER  MUM + DADS ROOM
21249,1,72.74006,-17.295418,4.37,WOODLAND  HEIGHT CHART STICKERS 
21250,1,70.99361,-15.205916,2.95,SET OF SKULL WALL STICKERS
21251,1,72.894,-17.639397,5.79,DINOSAUR HEIGHT CHART STICKER SET
21253,1,73.139496,-18.517538,4.37,SET OF PICTURE FRAME  STICKERS
21257,1,12.439177,29.920168,11.87,VICTORIAN SEWING BOX MEDIUM
21258,1,-21.546267,4.7217937,12.75,VICTORIAN SEWING BOX LARGE
21259,1,-9.181659,21.339394,6.0,VICTORIAN SEWING BOX SMALL 
21260,1,-58.881493,-15.903426,3.325,FIRST AID TIN
21261,1,4.844981,19.212048,7.54,GREEN GOOSE FEATHER CHRISTMAS TREE 
21262,1,4.844981,19.212048,7.54,WHITE GOOSE FEATHER CHRISTMAS TREE 
21263,1,6.358709,18.615992,5.79,GREEN GOOSE FEATHER TREE 60CM
21264,1,6.359607,18.610708,3.93,WHITE GOOSE FEATHER TREE 60CM 
21265,1,6.358709,18.615992,5.79,PINK GOOSE FEATHER TREE 60CM
21268,1,15.167272,17.829056,0.42,VINTAGE BLUE TINSEL REEL
21269,1,3.4312453,-7.2245364,12.74,ANTIQUE CREAM CUTLERY SHELF 
21270,1,3.4311707,-7.2245483,10.61,ANTIQUE CREAM CUTLERY CUPBOARD
21272,1,0.098445706,-48.020016,1.48,SALLE DE BAIN HOOK
21275,4,-4.7468905,-7.2948813,25.119999999999997,ZINC TOP  2 DOOR WOODEN SHELF 
21277,4,-17.23313,-29.625092,20.45,FRENCH STYLE EMBOSSED HEART CABINET
21278,1,14.91854,17.260706,2.55,VINTAGE KITCHEN PRINT PUDDINGS
21279,1,14.767617,16.598923,4.96,VINTAGE KITCHEN PRINT FRUITS
21280,1,14.91854,17.260706,2.55,VINTAGE KITCHEN PRINT VEGETABLES
21281,1,14.7668495,16.599184,4.96,VINTAGE KITCHEN PRINT SEAFOOD
21284,1,39.54605,2.1674366,1.69,RETROSPOT CANDLE  SMALL
21285,1,39.460735,4.5479503,2.1,RETROSPOT CANDLE  MEDIUM
21286,1,37.879166,7.655567,2.55,RETROSPOT CANDLE  LARGE
21287,1,-4.8089495,46.59687,1.25,SCENTED VELVET LOUNGE CANDLE 
21288,1,11.509019,31.018814,3.29,STRIPEY CHOCOLATE NESTING BOXES
21289,1,38.082222,29.601906,1.25,LARGE STRIPES CHOCOLATE GIFT BAG
21291,1,39.304382,28.171957,1.63,SMALL POLKADOT CHOCOLATE GIFT BAG 
21292,1,38.899506,28.312876,0.745,SMALL STRIPES CHOCOLATE GIFT BAG 
21293,1,-55.382557,7.422666,4.13,MIRRORED DOVE WALL DECORATION
21294,1,-18.654879,24.267164,1.855,ETCHED GLASS COASTER
21306,1,-56.81865,9.456189,2.6950000000000003,SET/4 DAISY MIRROR MAGNETS
21307,1,-53.403576,19.321507,1.195,SET/4 BUTTERFLY MIRROR MAGNETS
21310,1,-33.84732,-23.65771,29.95,CAPIZ CHANDELIER
21311,1,9.41941,3.4498162,2.6950000000000003,SET/4 BIRD MIRROR MAGNETS 
21313,4,-10.804989,32.733955,1.24,GLASS HEART T-LIGHT HOLDER 
21314,4,-14.1093645,21.09512,2.1,SMALL GLASS HEART TRINKET POT
21316,1,19.357075,-3.1612191,4.37,SMALL CHUNKY GLASS ROMAN  BOWL
21317,1,0.5218914,30.289083,8.12,GLASS SPHERE CANDLE STAND MEDIUM
21318,1,-14.044542,21.596872,2.4699999999999998,GLASS CHALICE BLUE SMALL 
21319,1,-14.040688,21.59549,1.65,GLASS CHALICE GREEN  SMALL 
21320,1,-22.50452,7.672397,2.325,GLASS CHALICE GREEN  LARGE 
21324,4,-9.935347,17.007742,4.43,HANGING MEDINA LANTERN SMALL
21326,4,-11.413098,35.705826,1.14,AGED GLASS SILVER T-LIGHT HOLDER
21327,1,56.762974,12.813953,2.485,SKULLS WRITING SET 
21328,1,22.852045,21.556505,2.4699999999999998,BALLOONS  WRITING SET 
21329,1,22.85159,21.556265,2.4699999999999998,DINOSAURS  WRITING SET 
21331,1,-20.19987,4.913582,19.119999999999997,MOROCCAN BEATEN METAL DISH LARGE
21332,1,-57.172035,7.7710533,12.75,MOROCCAN BEATEN METAL MIRROR
21333,1,-30.43757,-33.08731,4.43,CLASSIC WHITE FRAME
21336,0,-26.758465,29.959864,2.29,GOLD WASHBAG
21340,4,-7.8874965,1.7257106,18.855,CLASSIC METAL BIRDCAGE PLANT HOLDER
21344,1,-7.2534747,2.328432,15.37,MOROCCAN BEATEN METAL DISH
21348,1,30.632135,-8.854219,2.95,PINK SPOTS CHOCOLATE NESTING BOXES 
21349,4,-16.568748,12.0158825,10.16,IVY HEART WREATH
21351,1,-16.170937,-20.22241,5.95,CINAMMON & ORANGE WREATH
21352,1,-16.055407,-20.092058,5.91,EUCALYPTUS & PINECONE  WREATH
21354,1,-7.5977054,-28.118004,2.46,TOAST ITS - BEST MUM
21355,1,27.009193,35.288998,1.855,TOAST ITS - I LOVE YOU 
21356,1,26.670961,-38.237965,1.855,TOAST ITS - FAIRY FLOWER
21357,1,8.98942,-20.955736,1.25,TOAST ITS - DINOSAUR
21358,1,-0.8733098,-34.059444,1.855,TOAST ITS - HAPPY BIRTHDAY
21359,1,-26.593573,2.9297755,15.95,RELAX LARGE WOOD LETTERS
21360,1,-26.59361,2.929586,15.37,JOY LARGE WOOD LETTERS
21361,1,-26.468481,3.047433,18.855,LOVE LARGE WOOD LETTERS 
21363,1,-27.216162,2.7252564,10.79,HOME SMALL WOOD LETTERS
21364,1,-27.123909,2.7253962,10.16,PEACE SMALL WOOD LETTERS
21365,1,-51.949253,3.1902115,4.37,MIRRORED WALL ART STARS
21366,1,-44.71604,-33.717827,6.27,MIRRORED WALL ART PHOTO FRAMES
21367,1,-52.236923,2.6245565,2.55,MIRRORED WALL ART GENTS
21368,1,-52.23587,2.6247122,1.7,MIRRORED WALL ART LADIES
21369,1,-52.237823,2.6242757,3.75,MIRRORED WALL ART SPLODGES
21370,1,-52.238857,2.6233978,6.35,MIRRORED WALL ART FOXY
21371,1,-52.236923,2.6245565,2.55,MIRRORED WALL ART POPPIES
21372,1,-52.237213,2.6244698,2.95,MIRRORED WALL ART TABLE LAMP
21373,1,-52.237476,2.6244087,3.27,MIRRORED WALL ART SNOWFLAKES
21374,1,-52.992294,2.5054042,5.605,MIRRORED WALL ART SKULLS
21375,1,-26.581247,1.0903856,8.12,LARGE CAMPHOR WOOD FIELD MUSHROOM 
21376,1,-26.574207,1.083274,5.45,LARGE  TALL CAMPHOR WOOD TOADSTOOL 
21377,1,-25.931509,0.27247176,2.4699999999999998,SMALL CAMPHOR WOOD FIELD  MUSHROOM
21378,1,-25.931509,0.27247176,2.4699999999999998,SMALL TALL CAMPHOR WOOD TOADSTOOL
21379,1,-26.924671,-0.13077027,1.855,CAMPHOR WOOD PORTOBELLO MUSHROOM
21380,1,-7.37508,-5.462225,4.37,WOODEN HAPPY BIRTHDAY GARLAND
21381,1,-7.314914,-5.4959717,3.325,MINI WOODEN HAPPY BIRTHDAY GARLAND
21382,1,-33.98672,1.2402345,2.95,SET/4 SPRING FLOWER DECORATION
21383,1,47.607395,18.98593,1.25,PACK OF 12 STICKY BUNNIES
21385,4,-11.0349045,9.0827,1.24,IVORY HANGING DECORATION  HEART
21386,4,-11.5546055,9.038519,1.24,IVORY HANGING DECORATION  EGG
21389,4,-11.090517,8.761399,1.24,IVORY HANGING DECORATION  BIRD
21390,4,-52.467968,21.41724,1.855,FILIGRIS HEART WITH BUTTERFLY
21391,4,-17.14013,-29.656404,2.1,FRENCH LAVENDER SCENT HEART
21392,1,39.37875,-18.978283,2.1,RED POLKADOT PUDDING BOWL
21393,1,39.37708,-18.977152,1.245,BLUE POLKADOT PUDDING BOWL
21394,1,43.27058,-20.893515,1.79,RED POLKADOT BEAKER 
21395,1,43.43135,-20.877708,1.01,BLUE POLKADOT BEAKER 
21397,1,35.97494,-27.390566,1.63,BLUE POLKADOT EGG CUP 
21398,1,46.83507,-25.04609,2.1,RED POLKADOT COFFEE  MUG
21399,1,46.835384,-25.046164,1.865,BLUE POLKADOT COFFEE MUG
21400,1,17.764927,-12.679608,0.42,RED PUDDING SPOON
21401,1,14.043426,-10.343189,0.625,BLUE PUDDING SPOON
21402,1,2.0558884,-15.132991,0.625,RED  EGG  SPOON
21403,1,2.0805001,-15.124369,0.42,BLUE EGG  SPOON
21407,1,-13.03076,-13.058025,4.25,BROWN CHECK CAT DOORSTOP 
21408,1,-16.86869,-20.595675,6.27,SPOTTY PINK DUCK DOORSTOP
21410,1,-24.950161,-27.011341,8.47,COUNTRY COTTAGE  DOORSTOP GREEN
21411,4,-16.553871,12.956806,4.25,GINGHAM HEART  DOORSTOP RED
21412,0,-26.733671,29.647541,0.42,VINTAGE GOLD TINSEL REEL
21413,4,-9.447125,32.94037,2.46,PERIWINKLE T-LIGHT HOLDER
21414,1,-3.7718391,-32.937786,2.1,SCALLOP SHELL SOAP DISH
21415,1,-11.114503,20.341194,3.115,CLAM SHELL SMALL 
21416,1,-21.022198,6.3328786,3.75,CLAM SHELL LARGE
21417,1,-19.833265,-6.6590295,3.115,COCKLE SHELL DISH
21418,1,-13.332999,-9.205618,3.755,STARFISH SOAP DISH
21420,1,11.460095,30.251177,4.9399999999999995,OYSTER TRINKET BOX
21421,1,-19.80021,5.7536893,1.25,PORCELAIN ROSE LARGE 
21422,1,7.978317,48.9548,1.24,PORCELAIN ROSE SMALL
21424,1,-21.536518,4.739964,2.95,WOODLAND STORAGE BOX LARGE 
21425,1,57.593853,14.154593,5.91,SKULLS STORAGE BOX LARGE
21426,1,-9.195395,21.33548,2.1,WOODLAND STORAGE BOX SMALL
21427,1,56.47514,14.087056,4.96,SKULLS STORAGE BOX SMALL
21428,1,-34.439835,2.1052709,4.25,SET3 BOOK BOX GREEN GINGHAM FLOWER 
21429,1,8.235072,54.83141,2.62,RED GINGHAM ROSE JEWELLERY BOX
21430,1,8.332089,54.83642,4.0,SET/3 RED GINGHAM ROSE STORAGE BOX
21439,1,-0.8714293,-34.047985,1.855,BASKET OF TOADSTOOLS
21441,1,-3.287496,8.8852825,0.85,BLUE BIRDHOUSE DECORATION
21442,1,-3.287499,8.885281,0.85,GREEN BIRDHOUSE DECORATION
21445,1,10.298839,53.686222,1.25,12 PINK ROSE PEG PLACE SETTINGS
21446,1,10.351195,53.663982,2.46,12 RED ROSE PEG PLACE SETTINGS
21447,1,-27.512403,13.255434,2.46,12 IVORY ROSE PEG PLACE SETTINGS
21448,1,-26.667913,-0.0049908347,3.29,12 DAISY PEGS IN WOOD BOX
21452,1,11.855548,30.614094,5.06,TOADSTOOL MONEY BOX
21454,1,1.8729057,-0.95588195,1.24,PAINTED PINK RABBIT 
21455,1,1.8810465,-3.520034,1.24,PAINTED YELLOW WOODEN DAISY
21456,1,-45.977898,-16.409782,1.855,2 PICTURE BOOK EGGS EASTER CHICKS
21457,1,-45.977898,-16.409782,1.855,2 PICTURE BOOK EGGS EASTER DUCKS
21458,1,-45.977898,-16.409782,1.855,2 PICTURE BOOK EGGS EASTER BUNNY
21459,1,-45.975796,-16.404354,3.04,YELLOW EASTER EGG HUNT START POST
21460,1,-45.975796,-16.404354,3.04,GREEN EASTER EGG HUNT START POST
21461,1,-45.975796,-16.404354,3.04,BLUE EASTER EGG HUNT START POST
21462,1,2.000921,-1.7849339,6.75,"NURSERY A,B,C PAINTED LETTERS"
21463,1,-57.077026,8.866932,4.95,MIRRORED DISCO BALL 
21464,1,-12.963684,-10.877903,4.0,DISCO BALL ROTATOR BATTERY OPERATED
21465,1,-12.489504,-36.68862,5.605,PINK FLOWER CROCHET FOOD COVER
21466,1,-12.485101,-36.691395,3.75,RED FLOWER CROCHET FOOD COVER
21467,1,-11.359562,-37.50062,5.605,CHERRY CROCHET FOOD COVER
21468,1,-51.96444,23.11859,3.75,BUTTERFLY CROCHET FOOD COVER
21469,1,-11.265012,-37.51172,3.75,POLKA DOT RAFFIA FOOD COVER
21470,1,-12.489504,-36.68862,5.605,FLOWER VINE RAFFIA FOOD COVER
21471,1,-11.265012,-37.51172,3.75,STRAWBERRY RAFFIA FOOD COVER
21472,1,-11.4314995,-37.526356,7.46,LADYBIRD + BEE RAFFIA FOOD COVER
21473,1,-4.422953,-16.904202,59.955,SWEETHEART CREAM STEEL TABLE RECT
21476,1,-63.624657,-2.5514169,36.62,STEEL SWEETHEART ROUND TABLE CREAM
21479,1,18.523817,-44.400562,7.54,WHITE SKULL HOT WATER BOTTLE 
21481,1,19.385263,-45.545372,5.91,FAWN BLUE HOT WATER BOTTLE
21484,1,19.552841,-45.797703,7.54,CHICK GREY HOT WATER BOTTLE
21485,4,21.046207,-44.956112,7.46,RETROSPOT HEART HOT WATER BOTTLE
21486,4,20.555006,-45.169468,3.98,PINK HEART DOTS HOT WATER BOTTLE
21488,1,20.045359,-45.569096,8.29,RED WHITE SCARF  HOT WATER BOTTLE
21491,1,64.02318,26.353493,1.95,SET OF THREE VINTAGE GIFT WRAPS
21494,4,-9.447125,32.94037,2.46,ROTATING LEAVES T-LIGHT HOLDER
21495,1,58.46543,13.412069,0.36,SKULLS AND CROSSBONES WRAP
21497,1,67.41139,21.573988,0.36,FANCY FONTS BIRTHDAY WRAP
21498,1,65.80073,21.315502,0.36,RED RETROSPOT WRAP 
21499,1,70.44947,21.185057,0.36,BLUE POLKADOT WRAP
21500,1,70.44947,21.185057,0.36,PINK POLKADOT WRAP 
21503,1,66.8871,21.565132,0.38,TOYBOX  WRAP 
21504,1,56.314075,12.184276,0.625,SKULLS GREETING CARD
21506,1,26.137358,50.035133,0.83,"FANCY FONT BIRTHDAY CARD, "
21507,1,26.216228,51.383896,0.625,"ELEPHANT, BIRTHDAY CARD, "
21508,1,47.591652,8.68732,0.625,VINTAGE KID DOLLY CARD 
21509,1,26.137358,50.035133,0.83,COWBOYS AND INDIANS BIRTHDAY CARD 
21518,1,27.449465,52.593857,0.43,BANK ACCOUNT  GREETING  CARD 
21519,1,26.851734,51.138737,0.625,GIN & TONIC DIET GREETING CARD 
21520,1,27.452887,52.59533,0.43,BOOZE & WOMEN GREETING CARD 
21523,1,-22.221394,-38.759495,8.25,DOORMAT FANCY FONT HOME SWEET HOME
21524,1,-22.221394,-38.759502,8.25,DOORMAT SPOTTY HOME SWEET HOME
21527,1,41.278572,5.5350075,7.95,RED RETROSPOT TRADITIONAL TEAPOT 
21528,1,-19.002829,-22.76398,6.95,DAIRY MAID TRADITIONAL TEAPOT 
21530,1,-18.109097,-5.9583964,3.29,DAIRY MAID TOASTRACK
21531,1,24.259838,-3.619343,3.755,RED RETROSPOT SUGAR JAM BOWL
21533,1,37.942738,7.645717,7.455,RETROSPOT LARGE MILK JUG
21534,1,-21.107351,6.304669,4.95,DAIRY MAID LARGE MILK JUG
21535,1,39.737408,2.1536453,3.755,RED RETROSPOT SMALL MILK JUG
21537,1,24.261694,-3.6196396,6.27,RED RETROSPOT PUDDING BOWL
21538,1,21.81762,-3.4202552,3.75,DAIRY MAID  PUDDING BOWL
21539,1,41.23523,5.5088215,7.455,RED RETROSPOT BUTTER DISH
21544,1,16.836061,-43.34829,1.24,SKULLS  WATER TRANSFER TATTOOS 
21547,1,17.781816,3.8946373,5.79,CERAMIC BIRDHOUSE CRESTED TIT SMALL
21555,1,17.28762,-65.60457,2.55,CERAMIC STRAWBERRY TRINKET TRAY
21556,1,18.846043,4.5643654,4.13,CERAMIC STRAWBERRY MONEY BOX
21557,1,25.817032,20.10213,4.29,SET OF 6 FUNKY BEAKERS
21558,1,37.052395,17.276783,3.755,SKULL LUNCH BOX WITH CUTLERY 
21559,1,36.09031,17.249105,2.55,STRAWBERRY LUNCH BOX WITH CUTLERY
21561,1,36.087303,17.250568,3.755,DINOSAUR LUNCH BOX WITH CUTLERY
21562,1,9.898749,-21.472403,1.25,HAWAIIAN GRASS SKIRT 
21563,4,26.48319,34.544125,2.95,RED HEART SHAPE LOVE BUCKET 
21564,4,26.48319,34.544125,2.95,PINK  HEART SHAPE LOVE BUCKET 
21576,1,43.95213,33.642673,3.605,LETS GO SHOPPING COTTON TOTE BAG
21577,1,43.95213,33.642673,3.605,SAVE THE PLANET COTTON TOTE BAG
21578,1,68.00957,4.502367,3.605,WOODLAND DESIGN  COTTON TOTE BAG
21579,1,68.00957,4.502367,3.605,LOLITA  DESIGN  COTTON TOTE BAG
21580,1,67.99572,4.465095,2.25,RABBIT  DESIGN  COTTON TOTE BAG
21581,1,58.076824,12.163202,3.605,SKULLS  DESIGN  COTTON TOTE BAG
21584,1,39.731155,2.1494932,1.5499999999999998,RETROSPOT SMALL TUBE MATCHES
21586,1,-6.204162,-30.027565,2.325,KINGS CHOICE GIANT TUBE MATCHES
21587,1,-6.2043533,-30.027594,2.325,COSY HOUR GIANT TUBE MATCHES
21588,1,40.355682,5.887237,2.325,RETROSPOT GIANT TUBE MATCHES
21591,1,10.672231,31.719902,1.25,COSY HOUR CIGAR BOX MATCHES 
21592,1,43.368816,4.0972285,1.06,RETROSPOT CIGAR BOX MATCHES 
21594,1,-12.864832,-12.398065,4.17,Dr. Jam's Arouzer Stress Ball
21595,1,-24.959345,-27.022448,8.47,Dad's Cab Electronic Meter
21609,4,-4.260648,37.322456,4.37,SET 12 LAVENDER  BOTANICAL T-LIGHTS
21613,4,-4.872732,37.01896,4.37,S/12 VANILLA  BOTANICAL T-LIGHTS
21614,4,-3.1497042,38.208687,4.37,SET OF 12 ROSE BOTANICAL T-LIGHTS
21615,1,-5.717073,47.422817,2.9,4 LAVENDER BOTANICAL DINNER CANDLES
21616,1,-5.0950418,47.46361,2.51,4 PEAR BOTANICAL DINNER CANDLES
21617,1,-5.0658865,48.007412,3.25,4 LILY  BOTANICAL DINNER CANDLES
21618,1,-5.158033,48.003963,3.29,4 WILDFLOWER BOTANICAL CANDLES
21619,1,-5.717073,47.422817,2.9,4 VANILLA BOTANICAL CANDLES
21620,1,5.864352,53.408527,2.9,SET OF 4 ROSE BOTANICAL CANDLES
21621,1,14.912773,16.051167,8.87,VINTAGE UNION JACK BUNTING
21622,1,-3.5880249,-68.92959,9.12,VINTAGE UNION JACK CUSHION COVER
21623,1,15.243585,16.035868,9.225,VINTAGE UNION JACK MEMOBOARD
21624,1,15.267297,16.089003,8.790000000000001,VINTAGE UNION JACK DOORSTOP
